restaurant_type,location,season,food_cost,labor_cost,rent_cost,marketing_spend,utilities_cost,maintenance_cost,technology_spend,delivery_spend,num_employees,seating_capacity,avg_ticket_size,daily_covers,online_orders_pct,customer_rating,years_in_business,wastage_pct,revenue,total_cost,profit,profit_tier
Casual Dining,Downtown,Winter,69118.31677990765,16469.67949470613,25219.768206228517,4143.0959187901235,3789.517386984964,5512.415086586925,4847.468124356775,1619.7661621063114,40.0,131.0,89.50583403492176,705.0,39.87150361729847,3.094082887826641,13.0,18.007888772569455,2315047.5690919934,130720.0271596674,2184327.541932326,High Profit
Casual Dining,Downtown,Winter,77130.22027299981,42128.46478002367,27371.7067196165,4351.5319055586915,2540.6412983825867,5115.049235991616,3482.5956633196765,6662.485050980528,14.0,59.0,96.9403623781785,591.0,27.718250558698028,4.19808720453184,20.0,8.919572393635246,2117289.8127017757,168782.69492687308,1948507.1177749026,High Profit
Food Truck,Suburb,Summer,23102.064113530345,45575.63977380989,17205.274595699513,8306.310645470207,9852.360268032939,6495.129138467976,4219.205389311194,6796.7832236856,69.0,164.0,110.33165980577027,83.0,51.65044090000079,4.473777835285209,7.0,4.292315899645225,311489.05003444996,121552.76714800765,189936.28288644232,High Profit
Casual Dining,Airport,Spring,62157.175293629,20394.642793144296,36626.23555017386,1520.3064515994106,5662.444315943912,4594.5433924184745,4776.566962676106,13071.245762158074,29.0,224.0,36.922389291175996,321.0,54.12459162795179,3.940874481078075,19.0,4.222681853786691,625728.256728687,148803.16052174312,476925.09620694385,High Profit
Buffet,Downtown,Winter,48040.19126804043,30075.513146620895,3926.623244942737,10011.26821727324,3494.9786733007686,1677.074777485244,410.2986479431406,4955.580828196075,14.0,164.0,28.129545533227198,138.0,33.794986896645106,2.5549249492411152,24.0,1.1197907322317278,244918.8253448278,102591.52880380253,142327.29654102528,Medium Profit
Buffet,Suburb,Spring,7385.552530845705,8559.728334101274,33088.44242035019,14779.821515702122,6812.718194430528,615.8548913268335,828.5932913070138,10152.901787106637,58.0,18.0,56.532107390685766,216.0,47.44956738118106,4.891744247754058,3.0,5.401627298682639,547436.7276942658,82223.61296517031,465213.1147290955,High Profit
Fast Food,Mall,Autumn,45718.72624497049,12866.403825691952,23044.187133811593,10843.961026479246,6765.702394039802,5832.744837601159,4059.3143294830716,4546.728577542584,25.0,72.0,105.6486854490999,457.0,47.308863328544064,4.386852365497584,7.0,12.879750224147145,1530457.1441877643,113677.7683696199,1416779.3758181443,High Profit
Casual Dining,Residential,Spring,65445.53022420164,6509.5198478901,25225.7415274894,19415.97980521947,3799.6385714538865,3631.3905303760525,4435.479621737122,4618.122514644104,10.0,205.0,42.890514141911304,132.0,40.76951384726231,4.970663181129501,25.0,5.388838166531157,335872.29422758037,133081.4026430118,202790.89158456857,High Profit
Casual Dining,Suburb,Summer,25709.208750801987,34929.432961081744,39499.37137432931,9503.165537378378,9942.267160351996,1933.2601008168817,123.90581332374646,10632.688611073,8.0,17.0,36.43525837801139,543.0,23.4578929257341,3.6525474830158076,23.0,9.743930312459323,853212.3354363876,132273.30030915703,720939.0351272306,High Profit
Cafe,Downtown,Summer,72302.12179778457,38639.985144804356,24140.616518477258,758.5474802670849,8185.135033645434,2164.2100374533284,4731.601103655343,8430.386447950272,23.0,239.0,9.0988348295581,224.0,23.498691202576257,2.521349053392656,18.0,1.8594854970087158,156775.3125094828,159352.60356403768,-2577.2910545548657,Loss
Casual Dining,Mall,Winter,22719.530515597766,55218.816255722784,32287.063451370937,9667.424916523232,4303.022612923653,1362.40874661803,2326.453876598345,5593.896353144956,4.0,53.0,85.55898299151445,764.0,12.901781521729403,3.1054829090242078,9.0,7.610052890580191,2210239.3480462157,133478.6167284997,2076760.731317716,High Profit
Fine Dining,Airport,Autumn,10735.484948304074,33904.53420554528,7834.169097351289,18632.70204949633,6770.56377082116,2411.926608248324,2366.87079631022,7249.652217471558,73.0,287.0,85.47584072127509,165.0,2.1770472035478172,2.700838431820138,21.0,12.853259888913753,901442.3627624142,89905.90369354824,811536.4590688659,High Profit
Fast Food,Downtown,Autumn,16995.448207967303,17854.848136061693,32753.004500173076,2369.2963948972256,7250.126415924572,6377.766864171723,4405.838751688517,12666.454931695996,5.0,246.0,100.9566303842475,413.0,21.83238535619032,4.784238738864703,10.0,17.159884089553014,1405923.6874305427,100672.78420258011,1305250.9032279626,High Profit
Food Truck,Suburb,Spring,67775.21515406886,6389.992155693772,30920.770474518325,4847.86540240065,2151.256936799337,5041.148506883509,1518.7106872872653,11188.537456840895,43.0,220.0,62.02181912861282,119.0,39.57036733409943,4.0730118215431945,21.0,4.568383895671539,242274.7000617511,129833.49677449264,112441.20328725845,Medium Profit
Cafe,Downtown,Autumn,36297.94392796462,53442.324006797695,38788.18278797202,14453.40569693789,8842.51213521109,7901.706815402524,2959.106383645056,14019.68371570779,3.0,139.0,107.39691412373567,757.0,24.2895043265814,3.827608118369808,16.0,4.626099238061926,2912789.3358926945,176704.8654696387,2736084.470423056,High Profit
Casual Dining,Downtown,Summer,64770.91727162433,30294.910476099045,37557.00412883418,6234.963368153694,8347.359194053442,4289.393634049304,1737.528004852113,13153.077733837456,54.0,280.0,14.890651782945206,535.0,37.66076892627854,3.28401039495371,23.0,10.652859898618377,478477.73451979447,166385.15381150358,312092.5807082909,High Profit
Cafe,Mall,Winter,44842.47957421964,45027.353398212304,10131.48872943341,15422.19792356593,7678.9118417967165,4267.61924228705,656.4171793180356,10043.116666107038,47.0,174.0,69.75255936627438,519.0,49.53673227225298,3.0832941448846443,13.0,15.353553779935863,1127965.8877808973,138069.58455494008,989896.3032259572,High Profit
Casual Dining,Suburb,Winter,41041.93435958236,3835.0128699485713,19667.45891204447,8676.822631128562,2615.4225799097126,1692.8112783767315,1857.0350330557762,2850.6643386568403,7.0,47.0,59.836007379986015,59.0,33.04517770241853,4.388042618395463,21.0,9.596194872169153,183340.03384234733,82237.16200270303,101102.8718396443,Medium Profit
Casual Dining,Highway,Winter,65518.4863619349,30823.918591871803,36636.360770568426,16023.308934047342,1794.3732406706013,4774.353122559621,947.859158926989,5429.115904137404,58.0,286.0,108.21723931257527,322.0,24.189770641711632,3.1505385128275787,19.0,1.9954429743878563,972571.6687473006,161947.7760847171,810623.8926625835,High Profit
Food Truck,Mall,Autumn,36761.57087842819,21566.189520490418,26349.072648890495,11254.892242154076,2215.206795247243,4945.267772323892,2652.799326536697,8319.353871700217,4.0,29.0,109.45353656767855,740.0,2.1431792532937655,4.0748575762508965,17.0,11.901284309885604,2059017.3216889368,114064.35305577122,1944952.9686331656,High Profit
Casual Dining,Mall,Autumn,65152.45482997762,4728.88253898813,19620.614982369065,2108.138349714248,1383.678687950713,1810.9422995416942,2695.9914946497884,507.5126542755198,18.0,81.0,117.2875253265569,430.0,23.198995527474946,3.5421928527675224,15.0,15.739259172282305,1859027.375590681,98008.21583746678,1761019.1597532143,High Profit
Casual Dining,Suburb,Summer,12549.662372258419,47213.35000313012,6139.672940831567,8029.656968183367,9432.76288469728,886.1353789649468,2242.805562385838,10218.996131484979,75.0,65.0,45.50819051016291,241.0,36.8311608243755,4.021787001482847,8.0,4.068169564578853,528551.9269766399,96713.04224193652,431838.88473470334,High Profit
Fine Dining,Mall,Spring,52723.31116544424,32235.394214935954,15366.787554976721,6998.342436187923,8589.197271140494,3076.4160819185786,951.6855183524522,14700.678326613133,61.0,165.0,48.66585775429764,582.0,52.27842671274492,3.7197046838194687,8.0,19.607842173309226,1405479.4787632981,134641.8125695695,1270837.6661937286,High Profit
Food Truck,Downtown,Spring,57694.02924139886,21991.27385049446,27279.118067836007,16296.583327287919,1362.4049353496125,1542.406969903065,681.7877441094705,12412.897753025729,40.0,47.0,27.16205972265041,730.0,17.278807189209367,3.0071105348305434,14.0,6.835678285677026,655207.723129851,139260.50188940513,515947.2212404459,High Profit
Cafe,Residential,Winter,72432.3047106307,48930.51358272176,31522.75031411889,12685.126995524392,6940.721707057203,4124.995766771481,612.6281810874721,10318.195808803508,29.0,92.0,90.41481024516231,230.0,22.004536883304567,3.151571374611576,4.0,15.143053494970045,535396.0007233846,187567.23706671543,347828.7636566691,High Profit
Fast Food,Residential,Winter,21824.29390371462,28474.636755459487,18992.342732351597,15659.315765857014,2833.0798272873744,4303.656645973569,649.6072920448723,10168.382693719059,46.0,65.0,100.81982610771097,334.0,23.786599439008455,4.756368178516626,18.0,2.1879711838184446,827414.3205569726,102905.31561640759,724509.0049405651,High Profit
Cafe,Downtown,Autumn,50316.491006963864,3199.383512993174,4122.090734421153,7756.920298832154,664.0997064634023,4943.615763813271,1544.90346274717,13455.51035970949,5.0,53.0,102.99934035474176,671.0,47.018234266169294,2.5202592993356436,21.0,13.073687839662172,2438775.5444694674,86003.01484594368,2352772.529623524,High Profit
Casual Dining,Downtown,Winter,37494.24227669173,56833.515026184556,26060.542926242157,13988.993556365445,3277.725306510263,4902.081776434726,109.13562161026047,4654.859622728522,40.0,219.0,118.89652450812997,79.0,42.19915752361765,2.8129554189634085,20.0,12.944165112462349,460366.988867243,147321.09611276767,313045.89275447535,High Profit
Fast Food,Downtown,Summer,33707.874165802175,17573.91620635597,37020.282904545566,1772.0705484473883,4680.285658471538,5464.049413485664,405.05593039950986,6699.806598046583,4.0,237.0,69.6378106390737,687.0,5.878337997374674,2.9853714742545843,12.0,14.025016980486008,1822982.0704343466,107323.34142555439,1715658.7290087922,High Profit
Casual Dining,Airport,Summer,13003.51664089681,50342.80475761046,20863.608458408366,1216.107423816581,690.3625068982396,1997.5481211901233,2405.17749695721,9905.5976751303,66.0,202.0,29.653702681251833,363.0,18.144709558192183,2.57878608062022,10.0,8.83190600730542,567932.6325535906,100424.72308090808,467507.9094726825,High Profit
Fine Dining,Airport,Winter,15067.499794620668,49535.67689263256,37280.13864899313,6105.623591387868,3575.340292864258,5900.575646931332,995.1843073532324,8590.213748260016,17.0,19.0,74.1376578667516,290.0,54.0168396558531,3.6496085932263083,1.0,18.376343847130695,1101306.0228534376,127050.25292304307,974255.7699303945,High Profit
Fast Food,Highway,Winter,67774.13460857347,12255.314087561685,15455.827499176596,15587.133955547637,7153.349978243209,4293.622036898936,1390.5568376222066,12661.57540202378,47.0,150.0,46.699150530358004,790.0,43.46206412681211,3.7078101286416776,23.0,9.563074129889763,843956.7854895338,136571.51440564753,707385.2710838863,High Profit
Buffet,Highway,Winter,61231.50742441715,30018.152829242266,35681.89925758393,10914.705800371024,2670.0703608276776,3610.986493985689,1831.2805392374846,5494.069416137634,41.0,208.0,43.385860726054645,111.0,49.87888160759896,3.193877400095621,24.0,15.589547529493444,202936.68818957932,151452.67212180284,51484.01606777648,Medium Profit
Fine Dining,Suburb,Winter,33675.58477183254,5291.341774414099,31880.910600022984,8472.02491844865,5106.483265595088,5253.584292914725,294.29193262974195,6244.211039907961,56.0,112.0,85.54635936171476,550.0,38.1598553209291,3.643878165660383,14.0,13.545005011730945,1814148.1535105328,96218.43259576577,1717929.7209147671,High Profit
Casual Dining,Mall,Winter,67136.49360422231,23209.445354642336,38546.17889772011,17984.375254563514,8932.018673846387,4109.83338127772,1178.1063468582438,3738.5722337899774,37.0,94.0,28.35304584632378,667.0,49.4623942929494,4.042911623340294,17.0,12.102948811444163,763790.893333931,164835.0237469206,598955.8695870104,High Profit
Casual Dining,Airport,Summer,11057.463861768383,44665.79407206834,32058.806937996265,10198.551271667118,769.7143404853325,4300.210636501346,3905.7688730158734,9578.671988198623,61.0,24.0,67.67133399172613,371.0,44.68003409861549,2.7320607564867965,16.0,12.810096392877956,1376168.1112313536,116534.98198170128,1259633.1292496524,High Profit
Casual Dining,Mall,Spring,51858.04377748765,16512.959796290386,14216.230485957809,12461.088304070661,7963.552883197397,381.33290028247313,1770.395108893523,5854.570986989606,37.0,58.0,21.224761901908934,122.0,45.58283294456609,3.6224676499222452,14.0,17.21562943426887,228285.67391141807,111018.17424316952,117267.49966824855,Medium Profit
Buffet,Mall,Summer,70113.20395357162,9676.29205231167,36221.56603737407,19723.65797153716,4146.981824543982,6455.887284726846,1012.1820116810859,8229.059222217606,37.0,193.0,107.45087407641567,264.0,28.50488655637289,3.1146090445815924,26.0,18.72314121468338,1279558.6013055716,155578.83035796403,1123979.7709476077,High Profit
Fast Food,Mall,Summer,67914.81732734371,31906.04240329551,27449.780905523283,10686.643425624317,5640.923964843169,3508.5717383917627,1068.9480882938637,908.6754888936749,48.0,93.0,15.201213350025402,436.0,35.410380943125354,4.068747839971907,9.0,16.393170144876123,319680.5625576207,149084.4033422093,170596.1592154114,High Profit
Fast Food,Mall,Winter,32958.706995639484,33608.22390929703,8158.634378167015,15778.300984963978,2693.281412783287,4240.996632476692,4925.191284985436,10565.81139490246,49.0,210.0,112.17967400096984,257.0,40.06710942778553,4.693504306219573,26.0,12.857590704569983,888571.3183961725,112929.14699321537,775642.171402957,High Profit
Cafe,Mall,Spring,60892.538979274184,41522.24908530601,3746.6730300956856,8569.598332842386,6000.01037627374,3241.3021245227756,827.4310578854909,7988.975946733945,11.0,98.0,119.95659230039493,778.0,7.4613112128006005,4.529478388688614,26.0,7.511014135240252,3168267.601273509,132788.77893293422,3035478.822340575,High Profit
Casual Dining,Mall,Winter,37060.110913990815,46270.85156774767,15902.13295763484,1208.6382981804577,7441.646670502227,4501.9377011579845,4536.549269240559,11133.4466047573,23.0,284.0,32.076223533217274,217.0,54.31087849073937,3.700861035810499,27.0,8.728557683900712,309337.45060623414,128055.31398321185,181282.1366230223,High Profit
Fast Food,Airport,Summer,68010.3623292462,42661.143282085344,31900.837689803742,16772.20536920857,2414.6103319356557,621.5306123354299,494.6696008185367,3750.3313581755583,29.0,182.0,15.665980921904483,466.0,18.36060834851534,2.658363266799073,7.0,5.589130268392874,439018.1152668942,166625.69057360903,272392.4246932852,High Profit
Fast Food,Mall,Spring,44807.14626162673,51188.49587280649,25492.15462698293,18915.889582156018,3761.0537687803258,3194.490678917939,4384.709155452642,12832.194663100527,37.0,252.0,8.639416868102368,695.0,16.282541954824236,4.129304594435773,10.0,6.7039988094930685,311204.4144339525,164576.13460982358,146628.2798241289,Medium Profit
Fast Food,Mall,Autumn,62364.27868287809,15705.668464076272,22030.832069714994,8970.449475545904,5890.1004782247755,5415.686778583007,2583.889880969686,13061.500974035831,33.0,144.0,21.755766596448037,617.0,28.664149690724617,4.989679269101455,10.0,19.107290707764506,468080.37133636983,136022.40680402855,332057.9645323413,High Profit
Buffet,Airport,Winter,10892.868671875378,35476.70453434028,2141.65011442981,10320.907237251871,4459.419470789627,7519.8796097763025,3082.6563229827543,6556.093173620585,14.0,51.0,110.24982484386152,315.0,41.501064668179254,4.086574449529335,17.0,7.820660530076603,1391331.2462347068,80450.1791350666,1310881.0670996401,High Profit
Cafe,Suburb,Autumn,49251.94787066471,23525.435373015534,18549.02667975221,8770.689061786474,3284.952339943703,6823.605889224622,1305.065285467369,1428.8569598956296,35.0,299.0,88.9540356576753,87.0,37.36668906874623,2.5729012964267155,9.0,12.222467556167743,283488.16842836357,112939.57945975024,170548.58896861333,High Profit
Casual Dining,Downtown,Autumn,46271.3133102004,57840.40434909361,7993.488771559455,19939.66342329965,4791.030612520326,7709.980638623295,4503.182507270182,7607.828984770369,64.0,74.0,15.59291796280197,715.0,30.896384871478283,2.81756017416627,28.0,1.38865520318953,640887.7608534421,156656.89259733728,484230.8682561049,High Profit
Food Truck,Downtown,Autumn,50748.254130137015,28095.932834644955,19273.561090301137,18115.54054457839,3262.8637882156927,6295.814277934297,2977.012632092485,9705.322070503553,66.0,56.0,115.56113524630373,688.0,5.756311890686336,3.3760642797626135,12.0,9.109716067601198,2249901.706395663,138474.30136840753,2111427.4050272554,High Profit
Casual Dining,Mall,Autumn,57173.120593669264,57703.69418861273,39687.27223553779,1301.4782167953763,3367.7990420604447,5134.414728025644,3410.9302760555393,8991.731552140072,23.0,12.0,80.3199520031347,684.0,57.24763203979008,4.39331340147771,11.0,17.073416855765675,2059154.5845340972,176770.44083289683,1882384.1437012004,High Profit
Fine Dining,Mall,Spring,73858.17275256064,46836.74228136904,35422.4752785573,15690.86406880327,6301.01993428592,3501.5250507367596,2828.128937684779,13465.01820516565,32.0,55.0,111.91466131100246,423.0,0.09556365727936722,2.9598979169690205,10.0,18.573039958048682,2313386.9801322343,197903.9465091634,2115483.033623071,High Profit
Casual Dining,Residential,Winter,63926.15613320233,43952.440137915844,13803.96295605008,12216.316520665323,5032.120080881132,1160.5106698446102,713.6498197838691,13773.589806342334,49.0,133.0,87.04029842473668,38.0,25.85467831163443,2.6276965698938985,5.0,11.567435399059447,153261.59491505972,154578.7461246855,-1317.1512096257939,Loss
Casual Dining,Suburb,Spring,21472.84935761785,31019.131579544133,24553.280932591406,990.2632236699015,6932.186134113584,2156.2566688394245,4197.500944600976,9332.107151469281,23.0,215.0,48.19425452927371,671.0,50.67226716327833,3.8326350642774702,16.0,10.403101642653139,1178815.391015531,100653.57599244657,1078161.8150230844,High Profit
Fast Food,Suburb,Winter,66942.2201969072,28272.55365256932,21079.618869728874,9171.889419305886,8455.727490222447,2315.16536197489,999.5671857307499,9633.922192595472,72.0,20.0,12.752240538299382,181.0,1.226249979088474,3.449776986555525,20.0,1.637252065703948,110134.27938258841,146870.66436903484,-36736.38498644643,Loss
Fast Food,Downtown,Winter,14155.975821132173,33013.246688549196,6941.786198157947,3419.375889429484,9458.170621974525,3537.4875480721357,1530.545331561726,1947.3025886974904,56.0,36.0,6.8846808201953555,84.0,36.242972403128206,3.141360572506639,26.0,9.506277058626958,62703.95809783587,74003.89068757468,-11299.932589738804,Loss
Buffet,Downtown,Winter,51664.89392563022,19737.084586836336,39612.647600977005,17524.43123430768,1937.8376424125415,4956.7595750693445,3380.641267143052,5900.066254515247,41.0,78.0,75.12342878649038,751.0,55.20891889649007,3.2714864842155205,1.0,9.217570735798867,2054465.9194331816,144714.36208689143,1909751.5573462902,High Profit
Fast Food,Highway,Spring,71206.53561844573,54557.0665707926,18156.655951305052,747.6257571324106,6448.808279270998,5025.562399967422,557.3135212007204,4951.9040378197205,5.0,18.0,62.814894228014374,27.0,8.454961434392034,4.783799534752099,18.0,12.99877873743855,60651.71948608642,161651.4721359347,-100999.75264984826,Loss
Fast Food,Downtown,Summer,12584.154066117797,48276.847350125885,21215.043408729514,17525.563248504175,6032.795613481981,3753.232572028932,4673.680654824961,5187.398618538023,79.0,143.0,71.68729224169127,458.0,27.080766921540544,4.1325936171061315,15.0,12.433700105019296,1355846.2502666095,119248.71553235127,1236597.5347342582,High Profit
Fine Dining,Mall,Autumn,68726.94899826954,48679.563696527504,26608.77386781572,18846.36339867905,8735.979933972973,2342.221320246444,708.2251667529545,10910.786826654881,44.0,136.0,115.84058761782195,462.0,56.86891280003269,4.808102147223248,8.0,16.824117636307136,2587310.2480451693,185558.86320891904,2401751.3848362505,High Profit
Fine Dining,Airport,Summer,64896.55506726842,27689.75494061786,9278.692258963481,1923.1970966571744,9010.95409860041,640.6564124738749,3369.064132663365,7319.92192362983,66.0,111.0,108.89333708586912,169.0,53.03610422522538,2.74095565946965,10.0,1.1161836137899042,1245152.7787323294,124128.79593087442,1121023.982801455,High Profit
Fast Food,Mall,Summer,42783.1575379303,7052.070049920374,10444.610889664915,14536.831884666322,7724.7746193958155,7912.923805186538,3212.0981846620425,7538.373420688152,3.0,293.0,46.042503312693924,775.0,3.7244923250450013,3.295456414460298,17.0,8.665526664461556,1333260.8053960456,101204.84039211446,1232055.9650039312,High Profit
Fast Food,Residential,Summer,28167.320172155305,41935.40712179788,9317.22015746462,11203.397751909679,6156.887375643222,7528.567205351723,3520.3492358472813,3715.816466934325,4.0,17.0,41.62448959565618,551.0,29.108373631369755,3.7930746950683725,22.0,6.141120401301835,744369.40056873,111544.96548710403,632824.4350816259,High Profit
Food Truck,Suburb,Autumn,35407.86710536579,24341.574286370473,16609.69065172808,19108.396051372492,2392.9965979638077,1626.8224822383033,2223.3993438377183,2507.273329351691,57.0,266.0,37.666030254167545,423.0,56.14399827532876,4.1564532148277324,4.0,16.615712856818252,460812.9763908784,104218.01984822836,356594.95654265,High Profit
Casual Dining,Suburb,Summer,77649.36017751587,52614.52780969704,9587.724345393373,16063.918778153227,3128.0647751987017,4922.087754745205,1973.1975322185147,6140.465143120745,78.0,179.0,113.16988562536349,689.0,43.150401929556864,3.563288819081345,13.0,19.0470566547629,3100546.5109614898,172079.34631604265,2928467.164645447,High Profit
Fine Dining,Residential,Autumn,20127.316711388477,47479.29099164222,37203.046781810786,14041.07387282489,6226.287343628206,2506.1038550720305,4890.524129632696,865.7083053344028,50.0,156.0,109.447722985571,725.0,30.25602114309804,2.749120904927533,21.0,11.076587925094119,3010252.25815368,133339.3519913337,2876912.9061623462,High Profit
Fast Food,Residential,Autumn,48470.32158724214,11283.704093416096,29143.933761309152,18547.439552895896,1823.7657607926865,1716.5412334450616,4104.076570361965,2392.6999277057203,28.0,142.0,112.75344232434037,502.0,0.3022795668581435,4.157461110649288,27.0,15.454643980127802,1465807.4238662191,117482.48248716873,1348324.9413790505,High Profit
Casual Dining,Downtown,Autumn,11243.05609090129,37297.79664069531,36117.75163047308,3626.8197573047737,2247.6596474003477,5538.408337977724,2478.673847957432,12278.224267340558,61.0,68.0,31.652590245075288,121.0,31.05913114218778,4.857665398327806,9.0,18.23733000022454,221304.96785490628,110828.39022005053,110476.57763485576,Medium Profit
Fine Dining,Downtown,Winter,21341.979814187915,42456.193777849505,34242.39695178753,7831.219766994763,9158.606561282557,6332.303481720234,993.1111818161073,6561.167548928298,68.0,66.0,59.03105749871396,70.0,55.19980595247789,4.786097722873359,4.0,9.911152035105182,324273.82246662996,128916.9790845669,195356.84338206306,High Profit
Cafe,Downtown,Winter,62248.729105589046,35383.8420499886,28719.7741594104,16937.366254460034,9584.964082357494,3371.4249969080884,4463.712571210736,14645.548623859011,70.0,176.0,45.83378179143568,67.0,32.711860738889285,3.209423442299821,1.0,10.910729924144206,196569.00282934576,175355.36184378338,21213.64098556238,Low Profit
Casual Dining,Suburb,Summer,27694.92802703954,32300.40404084989,11224.355184856055,2480.916414289397,549.7296968082409,660.6967523985637,3278.872238338141,65.44285373451642,38.0,12.0,42.12961584899945,736.0,9.143231775688614,4.611469088984983,16.0,14.826281079891377,1227704.2675969158,78255.34520831435,1149448.9223886016,High Profit
Fast Food,Residential,Winter,78932.4552922051,15988.195275338652,25382.116842885553,18741.22330703514,8693.578314604301,3331.6674114759467,765.2896569389541,13808.645895950947,49.0,81.0,16.088968655261624,201.0,44.75534911791983,4.308072655619253,3.0,19.98944171111068,159811.85297530852,165643.17199643457,-5831.319021126052,Loss
Casual Dining,Mall,Autumn,42561.278232038,16446.69013200751,9079.356704140158,15030.531500357793,9411.128954568592,4351.112939922707,997.2114732802308,9786.608847391668,67.0,219.0,101.63989818530904,715.0,24.598686756640998,4.080245614861633,13.0,14.806712106308469,2748879.758889962,107663.91878370664,2641215.8401062554,High Profit
Casual Dining,Suburb,Winter,43740.44939808071,46776.46390262561,7034.0898433905495,9066.992201346433,5494.524979863029,7167.088859202025,2750.017313667518,9346.903662336952,71.0,264.0,39.168994879290466,80.0,36.82924840041689,4.808303522225796,20.0,11.092264355974107,188334.69256381126,131376.53016051283,56958.162403298425,Medium Profit
Casual Dining,Residential,Autumn,7723.6054501801445,4065.3177771227583,26037.859194199038,7105.066640349232,4764.554833690849,5323.060673761386,2568.049823924023,12605.63713232236,28.0,94.0,45.39125426230296,55.0,59.36200007447488,2.5432193152817613,12.0,3.92167509166034,172834.33572455196,70193.1515255498,102641.18419900216,Medium Profit
Food Truck,Mall,Spring,76739.50621829495,47397.87357421785,25735.772554455776,3378.3248616624924,9228.595215054753,5741.872209161868,2105.4827178250007,9401.808788765553,78.0,47.0,74.68282353205348,206.0,55.953276838472085,4.912909722620626,25.0,14.001175817674248,473414.95583172824,179729.23613943826,293685.71969228995,High Profit
Casual Dining,Suburb,Winter,18067.508066331346,33027.52798273093,7951.641396740556,2326.6337355224623,571.5649889992699,1780.524018220762,2191.682576863087,522.8356143796565,6.0,163.0,111.50719009044917,581.0,29.794994861979493,4.838347287512336,23.0,13.404736713788358,1980366.784355717,66439.91837978805,1913926.865975929,High Profit
Cafe,Residential,Summer,45375.544910783196,56364.691185935655,15392.252503021395,8760.09428974093,8484.615444343819,5818.118670006527,943.7916451098729,13579.766750572397,53.0,43.0,88.27908530821733,31.0,15.282822445922442,4.7976612112411825,18.0,10.99258126751742,165587.56820740778,154718.87539951378,10868.692807893996,Low Profit
Casual Dining,Highway,Spring,34675.59574690487,59847.32822020661,4518.6846065595055,16940.420603114333,3317.472627408966,4114.233884543924,1351.7831009662452,13097.550879983333,59.0,224.0,78.93573760007119,642.0,1.4715465445085485,3.836847201751385,4.0,8.47172664801588,1592902.9342543988,137863.06966968777,1455039.864584711,High Profit
Cafe,Highway,Spring,36168.85255584543,40818.6202112108,29197.85832006999,10871.085484170806,6591.040957410429,6599.210111335209,2514.2713006137055,7799.099408987779,26.0,158.0,16.005317570835828,160.0,24.480014943565255,2.7473175811338466,21.0,5.820103330332637,138123.03013926756,140560.03834964416,-2437.0082103766035,Loss
Casual Dining,Mall,Winter,53247.51245270813,26498.660081947808,39524.83475310666,9297.401200546734,3570.3812693991695,1887.6817732400714,412.15273796935264,1889.2593488267128,63.0,170.0,76.72125912419008,526.0,8.35014320781027,3.735578937067989,8.0,17.17244628767555,1363851.5923944789,136327.88361774464,1227523.7087767343,High Profit
Cafe,Highway,Winter,54656.65078193581,30079.896787959584,30116.433906151302,6721.329111521851,5467.975039871983,4215.926717258018,1828.1432393295024,12322.04288897649,17.0,29.0,35.62069006237576,363.0,13.511650698448188,4.515515459415592,11.0,11.269119815120558,329913.33390615974,145408.39847300455,184504.9354331552,High Profit
Fast Food,Downtown,Summer,16571.646114357267,14640.279376135939,34077.78244386677,3560.52327072246,8179.013041271099,1833.9213805949369,1130.8318023187283,7946.518238124688,49.0,135.0,78.53604310500837,367.0,42.55283962430435,3.5482065484133463,16.0,15.055032256723623,1145340.2615341037,87940.5156673919,1057399.7458667117,High Profit
Buffet,Mall,Spring,42468.998984141916,8656.356467514419,20101.043206819337,19806.93624933484,2222.055097906533,2430.1483071734565,955.7761541325133,4893.594774520857,72.0,110.0,42.65108336288731,443.0,8.484592560659191,3.0925836922166763,6.0,11.725590155914258,811968.9829193654,101534.90924154386,710434.0736778216,High Profit
Casual Dining,Residential,Autumn,64285.80868563927,35989.5134182217,5632.195084336512,1001.7855638700778,6807.2268807414985,6691.191858323747,818.3057856304125,14899.646227367608,53.0,12.0,13.814319063175141,36.0,58.76641632798864,4.748370136500798,26.0,19.527800211285566,59623.06347754976,136125.6735041308,-76502.61002658104,Loss
Fine Dining,Suburb,Winter,38246.48626641722,48913.22058409624,29611.04785520151,6580.410083849018,9034.199937603316,5564.795680689899,786.9282196319203,2467.730681364427,68.0,68.0,102.1296963348413,174.0,9.239185597347246,3.0993909195748746,4.0,12.773573281746502,706963.148034147,141204.81930885353,565758.3287252935,High Profit
Fine Dining,Highway,Spring,17435.33531199351,17920.691510565153,11747.767604970957,15502.899178057642,9059.991231215348,5882.20672577367,886.1507760697012,2468.8342963998416,16.0,60.0,68.79330891513109,297.0,53.74154318985945,4.86515364161764,8.0,1.5477190397325096,902161.1870450968,80903.87663504582,821257.3104100509,High Profit
Food Truck,Mall,Spring,28491.2707367518,26920.210183984942,16755.170223786125,10650.884046751245,8994.148901584049,734.5912361313173,1933.2513799832439,8995.482423526882,68.0,12.0,37.33222426483216,31.0,20.415604161234143,3.076489564675867,15.0,9.30817626808141,101276.55134447785,103475.0091324996,-2198.457788021755,Loss
